,code,X,동,gu,univ,police,소방서,학문.교육,부동산,생활,음식,의료,소매,관광,인접지하철,cctv,people_by_area,people_density,people_count,남성인구밀도,여성인구밀도,사업체.종사자비율,청년남자비율,청년여자비율,집세,범죄율,1인당 자동차 등록율
229,1115059,251,신월3동,양천구,0,0,6,6,8,44,85,12,33,9,0,0.672636893,4.4,0.46362530414,3811,0.50068365444,0.49931634556,1.0629583592,0.16150796998,0.13347951983,13891.42857,0.500243309,1.23
230,1115060,252,신월4동,양천구,0,0,6,18,11,68,130,14,33,24,0,0.672636893,2.7,0.20268514508,1404,0.5181441858,0.4818558142,0.98580721467,0.14578408195,0.14794478762,16833.33333,0.59361917136,1.22
231,1115061,253,신월5동,양천구,0,1,6,17,17,57,137,14,52,33,0,0.672636893,2.9,0.3184813304,2030,0.51816745656,0.48183254344,3.8140018292,0.15562202075,0.14870548649,13866.66667,0.64512080326,1.44
232,1115062,254,신월6동,양천구,0,0,6,1,6,20,64,8,24,12,0,0.672636893,1.7,0.26710222905,695,0.5308204739,0.4691795261,0.20684712033,0.14530578427,0.12578323235,9500,1.5803228286,3.01
233,1115063,255,신월7동,양천구,0,1,6,24,11,55,124,15,36,25,0,0.672636893,2.4,0.29965790036,2803,0.47041108813,0.52958891187,0.11051848627,0.1544872621,0.13728143661,13891.42857,0.43959803293,0.99
234,1115064,256,신정1동,양천구,0,1,6,27,18,45,147,19,42,23,4,0.672636893,2,0.19309868875,1399,0.48835301837,0.51164698163,0.1334208224,0.11026198147,0.12080117879,9142.857143,0.56756383713,1.08
235,1115065,257,신정2동,양천구,0,0,6,52,16,82,155,33,59,32,4,0.672636893,3,0.21478188386,1546,0.47819678614,0.52180321386,0.4203544595,0.11852008159,0.1239361328,25600,0.57126979717,1.13
236,1115066,258,신정3동,양천구,0,1,6,31,23,91,186,37,66,41,4,0.672636893,1.6,0.23494109802,4228,0.52632214441,0.47367785559,0.91499637769,0.13711764097,0.13432316218,7375,0.22849522116,0.62
240,1115072,259,신정4동,양천구,0,0,6,55,39,207,382,65,111,123,4,0.672636893,6.2,0.39632297195,6273,0.47535934292,0.52464065708,0.062628336756,0.16650261765,0.16484786237,55125,0.2597927723,0.75
237,1115069,260,신정6동,양천구,0,1,6,26,10,16,50,6,14,14,4,0.672636893,1,0.12050999142,983,0.48894893647,0.51105106353,0.6085359939,0.11892245778,0.12993664914,12765,0.50410690205,0.98
238,1115070,261,신정7동,양천구,0,1,6,23,7,56,114,27,32,24,4,0.672636893,2.2,0.24020306377,2697,0.47246652405,0.52753347595,0.076341018937,0.12825207169,0.12468683754,12765,0.36622728892,0.81
205,1113075,262,신촌동,서대문구,9,1,5,68,43,229,1366,87,266,373,0,0.335271061,3.2,0.72345679012,8497,0.47892011834,0.52107988166,0.093116018597,0.2236335213,0.27848807995,5750,0.31204767986,1.39
144,1110051,263,쌍문1동,도봉구,1,1,5,13,18,60,154,21,85,36,0,0.240858753,2.4,0.32137371077,2929,0.48695215791,0.51304784209,0.41711274674,0.13745571805,0.13037060587,8760.360825,0.26750054861,1.09
145,1110052,264,쌍문2동,도봉구,1,1,5,18,11,103,190,36,69,36,0,0.240858753,5.3,0.33247873208,2853,0.46920892005,0.53079107995,0.10805584094,0.15011803247,0.14253023077,8793.418367,0.28411607039,1.13
146,1110053,265,쌍문3동,도봉구,1,0,5,23,17,93,156,28,104,20,0,0.240858753,5.8,0.37962234461,2895,0.47829365079,0.52170634921,0.086031746032,0.15632598186,0.15203524128,8377,0.3196957776,1.32
147,1110054,266,쌍문4동,도봉구,1,0,5,36,14,53,74,10,35,14,0,0.240858753,2.9,0.20913394598,1502,0.42552291138,0.57447708862,0.63813323661,0.13716482507,0.13448100776,8760.360825,0.33945976051,1.11
222,1114078,267,아현동,마포구,3,2,7,10,59,81,278,54,95,41,4,0.314850839,4.2,0.3116152802,3214,0.48428109108,0.51571890892,0.3002196024,0.170258169,0.1794226922,9302.045455,0.56942020555,1.04
113,1108060,268,안암동,성북구,7,0,5,16,22,69,488,31,123,131,2,0.405292278,4.1,0.62129225109,5404,0.48357657491,0.51642342509,0.38891557362,0.22884584601,0.20054426125,5714.285714,0.43044378018,1.45
422,1125072,269,암사1동,강동구,0,0,6,39,53,162,343,33,149,63,1,0.802558907,6,0.37232804557,6079,0.49709174875,0.50290825125,0.27881214743,0.16035108219,0.14741647532,18500,0.27328964292,0.70
413,1125058,270,암사2동,강동구,0,0,6,27,21,42,104,29,23,23,1,0.802558907,1.5,0.30271646859,1783,0.47328286764,0.52671713236,0.29422242013,0.15649884408,0.16494348831,18000,0.75755517827,1.58
414,1125059,271,암사3동,강동구,0,1,6,23,20,47,54,29,37,11,1,0.802558907,0.4,0.16128010139,1018,0.4875570183,0.5124429817,0.74646342168,0.13372535636,0.13992072034,19000,0.70690747782,1.30
376,1123077,272,압구정동,강남구,1,1,6,90,55,257,772,207,170,187,5,2.103431263,1.2,0.27409413523,2935,0.48642961589,0.51357038411,0.18053425586,0.12266179899,0.15087383203,17600,0.76101979828,1.14
30,1102071,273,약수동,중구,2,1,7,26,33,68,164,47,71,39,4,0.153731482,5.8,0.35321218326,2760,0.48877829353,0.51122170647,0.37847537924,0.14675777284,0.14843171153,15800,0.58663936524,1.27
355,1122066,274,양재1동,서초구,3,2,7,40,47,118,537,70,90,149,0,0.491841786,1,0.31768362506,5826,0.49475071795,0.50524928205,0.12442917,0.14995533245,0.1636746501,18272.81553,0.27204318665,0.77
356,1122067,275,양재2동,서초구,3,0,7,31,61,97,596,28,104,152,0,0.491841786,0.7,0.44892938497,4927,0.49991253134,0.50008746866,0.29243687679,0.18795687729,0.18264245895,17986.47343,0.4545785877,1.63
289,1119061,276,양평1동,영등포구,0,1,6,24,36,79,319,25,101,59,1,0.32394311,4.4,0.45722467486,3832,0.50258678238,0.49741321762,0.29038718291,0.18744039103,0.1856223176,17352.63158,0.75432525952,1.46
290,1119062,277,양평2동,영등포구,0,0,6,33,39,71,375,20,90,87,1,0.32394311,1.3,0.38908647495,3829,0.47843953464,0.52156046536,0.10956345394,0.18217577241,0.18508015643,17352.63158,0.64241438878,1.16
286,1119054,278,여의동,영등포구,0,1,6,42,82,165,1396,125,199,314,4,0.32394311,0.4,0.26337707237,3352,0.48932230589,0.51067769411,0.11813356376,0.1311920449,0.15258967789,16500,0.49673921584,1.54
365,1123064,279,역삼1동,강남구,1,1,6,128,264,525,2071,278,461,550,3,2.103431263,6.7,0.69709122962,15817,0.49962533864,0.50037466136,0.24894806617,0.23272208159,0.27640254312,17571.5,0.3591449978,1.47
366,1123065,280,역삼2동,강남구,1,0,6,27,69,101,410,70,79,101,3,2.103431263,5,0.39023405973,5802,0.48571742072,0.51428257928,0.1566511832,0.1303921847,0.16867350126,19411.11111,0.54808985741,0.93
192,1112074,281,역촌동,은평구,1,1,5,33,42,164,373,38,104,59,1,0.480012358,6,0.33682390239,7012,0.4905418029,0.5094581971,0.17069126576,0.15078605466,0.15532725125,12431.85841,0.21620712845,0.58
215,1114071,282,연남동,마포구,3,1,7,6,29,75,454,12,47,84,0,0.314850839,7.2,0.53612947344,4704,0.49497206704,0.50502793296,11.887150838,0.18938195623,0.21284978862,9814.615385,0.66936403009,1.27
206,1113076,283,연희동,서대문구,9,1,5,31,30,109,356,37,74,74,0,0.335271061,3.1,0.50539083558,9375,0.49131075962,0.50868924038,0.30474510598,0.17848556105,0.17321461597,7303.306604,0.19757412399,0.72
209,1114061,284,염리동,마포구,3,0,7,8,11,40,106,12,20,20,1,0.314850839,5.5,0.47225572979,2349,0.49833498654,0.50166501346,1.0194487743,0.15755880383,0.15346125054,8358.62069,1.1807398472,1.87
241,1116051,285,염창동,강서구,2,1,6,54,42,80,194,35,52,61,1,0.29581589,1.7,0.20930232558,3033,0.5091180867,0.4908819133,0.22727952167,0.14500753854,0.15365254608,11412.5,0.37609550756,0.75
301,1119074,286,영등포동,영등포구,0,0,6,70,84,219,1151,150,561,258,2,0.32394311,8.7,0.70133538778,10924,0.49528623353,0.50471376647,0.23580190822,0.21147549504,0.18907541188,6465.217391,0.40588084232,1.22
300,1119073,287,영등포본동,영등포구,0,2,6,18,21,55,252,24,117,56,4,0.32394311,4.2,0.42096964919,4272,0.50965961362,0.49034038638,0.099586016559,0.15805742398,0.15024271316,11148.23808,0.62297989752,0.94
389,1124060,288,오금동,송파구,1,1,7,34,34,102,222,26,51,56,1,0.464322487,2.4,0.26316490247,3953,0.50695487811,0.49304512189,0.21392914264,0.15420772066,0.14919216697,17700,0.40543239465,0.78
270,1117067,289,오류1동,구로구,3,1,7,18,20,62,169,36,56,40,2,0.463925827,8,0.4523786641,4707,0.49473002959,0.50526997041,0.41221338757,0.1760611891,0.17411339937,7809.734513,0.51571359923,1.17
271,1117068,290,오류2동,구로구,3,0,7,72,33,117,244,31,102,54,2,0.463925827,0.9,0.26165241479,4345,0.47106609167,0.52893390833,0.80938053689,0.14362003938,0.14726922777,7809.734513,0.32313621583,0.64
388,1124059,291,오륜동,송파구,1,0,7,3,12,14,44,13,15,13,3,0.464322487,0.2,0.10720212413,646,0.48734101272,0.51265898728,0.77327813775,0.1083303721,0.12122442764,0,1.0106206439,1.37
65,1104073,292,옥수동,성동구,2,1,4,27,35,94,154,44,37,30,0,0.221037581,1.6,0.28311712041,3099,0.4833418558,0.5166581442,0.87066829249,0.15739054028,0.17594993678,16000,0.27644801754,0.82
49,1104052,293,왕십리2동,성동구,2,0,4,31,30,69,85,34,44,19,1,0.221037581,7.1,0.37819929843,2911,0.47696630893,0.52303369107,0.44447101731,0.15623829149,0.15676907706,10250,0.39314018449,1.57
63,1104071,294,왕십리도선동,성동구,2,1,4,9,43,87,322,45,65,65,1,0.221037581,5.8,0.35992032563,4156,0.48465006749,0.51534993251,0.39536486603,0.1648917161,0.1733971839,16642.85714,0.26205940937,0.90
207,1114059,295,용강동,마포구,3,0,7,20,29,66,273,24,51,53,4,0.314850839,3.7,0.33827730169,3079,0.47568958341,0.52431041659,0.51874834462,0.14358974359,0.16391692772,19611.11111,0.64524280378,1.24
62,1104070,296,용답동,성동구,2,1,4,14,13,84,232,27,82,38,3,0.221037581,1.9,0.54198095709,4383,0.48586456279,0.51413543721,0.28590213206,0.16379200611,0.14075229124,7795.744681,0.37418078397,1.49
38,1103059,297,용문동,용산구,2,0,6,6,3,44,92,13,49,15,0,0.416053686,6.6,0.34588720255,1846,0.49070006777,0.50929993223,0.41820828836,0.14617448052,0.15446210514,15512.82051,0.77515458123,1.73
34,1103052,298,용산2가동,용산구,2,0,6,6,16,38,147,7,42,34,1,0.416053686,1.4,0.50261780105,2784,0.49012307374,0.50987692626,0.23342641431,0.16594904916,0.15513993541,17066.66667,0.74688571944,1.67
85,1106081,299,용신동,동대문구,5,1,6,38,59,93,424,68,129,90,3,0.340924687,5.7,0.56170944369,9148,0.48700937826,0.51299062174,0.097777005905,0.17596108786,0.15758770583,8208.064516,0.29393343976,0.87
142,1109074,300,우이동,강북구,1,0,5,3,6,57,267,18,67,48,1,0.361219665,0.3,0.36114055544,3407,0.47710036974,0.52289963026,0.12457830675,0.13515672729,0.1267681752,7859.891228,0.44827220691,1.07
260,1116074,301,우장산동,강서구,2,0,6,40,52,108,176,58,47,44,3,0.29581589,2.8,0.22757071749,3749,0.47860326488,0.52139673512,0.27885483033,0.13474447813,0.14851667388,18302.7027,0.33082432925,0.69
46,1103072,302,원효로1동,용산구,2,1,6,16,31,47,225,24,48,56,0,0.416053686,5.5,0.45097493036,3238,0.48299274885,0.51700725115,0.068259723138,0.1780554327,0.19504643963,18219.17808,0.57618384401,1.64
36,1103057,303,원효로2동,용산구,2,0,6,13,14,41,74,6,33,28,0,0.416053686,2.7,0.32457598936,1952,0.47753066606,0.52246933394,2.2742175857,0.13699677537,0.14560686147,14854.16667,0.68789491187,1.51
158,1111051,304,월계1동,노원구,6,0,6,15,9,86,336,40,95,69,3,0.486077647,3.7,0.40772614267,4264,0.46548076923,0.53451923077,0.11480769231,0.17511682499,0.14152826836,8137.037037,0.4344042838,1.05
159,1111052,305,월계2동,노원구,6,0,6,5,11,63,121,19,67,19,3,0.486077647,1.9,0.32279829545,3636,0.47533933611,0.52466066389,0.75399811853,0.13608959369,0.12892794505,8834.782609,0.4033203125,0.93
160,1111053,306,월계3동,노원구,6,1,6,20,19,72,88,33,58,17,3,0.486077647,3,0.26659487732,3466,0.48501712329,0.51498287671,0.2946347032,0.14963427996,0.151396251,8834.782609,0.34943465887,0.83
121,1108071,307,월곡1동,성북구,7,1,5,21,33,77,166,36,75,19,2,0.405292278,3.8,0.2862591869,3077,0.49459589288,0.50540410712,0.14669148553,0.12978098003,0.13764920959,8275.806452,0.34831147083,0.91
122,1108072,308,월곡2동,성북구,7,0,5,14,13,68,194,40,70,44,4,0.405292278,2.7,0.40722755505,3606,0.47918978912,0.52081021088,0.6102346599,0.15126152945,0.15821580206,8275.806452,0.42281197064,1.23
406,1124082,309,위례동,송파구,1,0,7,2,8,40,164,11,26,20,3,0.464322487,0.4,0.11721329518,1065,0.48124040528,0.51875959472,0.6363217685,0.13230779726,0.15338699775,18180,0.67026194145,1.01
334,1121078,310,은천동,관악구,1,2,5,41,45,110,254,35,93,46,4,0.591651669,7.7,0.38830545832,5990,0.48945532263,0.51054467737,0.12867335072,0.16643946494,0.16375564454,9480.459364,0.36807986516,0.74
24,1102060,311,을지로동,중구,2,3,7,10,19,19,324,21,259,64,2,0.153731482,1.5,0.7834179357,926,0.48359698005,0.51640301995,0.20870034154,0.11933485491,0.089664166938,18235.71429,3.8781725888,12.22
54,1104058,312,응봉동,성동구,2,1,4,13,8,30,32,15,16,5,1,0.221037581,2.9,0.26394884093,1651,0.49243170296,0.50756829704,0.1405332458,0.13016225295,0.14176888702,3300,0.48377298161,1.50
183,1112059,313,응암1동,은평구,1,1,5,27,23,110,253,53,65,48,0,0.480012358,3.7,0.39387445308,4411,0.49474821301,0.50525178699,0.23576731251,0.14458893542,0.15259151252,10277.93103,0.4019108849,0.99
184,1112060,314,응암2동,은평구,1,0,5,4,3,22,48,5,23,9,0,0.480012358,3.1,0.29000715478,2432,0.51360769265,0.48639230735,0.22332495258,0.14051769678,0.14258272103,10188.02817,0.5367278798,1.15
191,1112073,315,응암3동,은평구,1,1,5,12,22,138,444,53,135,59,0,0.480012358,8.7,0.44318455971,5511,0.49118530449,0.50881469551,0.17342097245,0.14758785217,0.13757194789,10148.25175,0.36196220346,0.89
92,1106089,316,이문1동,동대문구,5,1,6,18,30,94,274,34,72,59,2,0.340924687,7.7,0.5575727952,7985,0.52644299937,0.47355700063,0.24612994188,0.19295166556,0.16920565832,6009.708738,0.33426436701,0.75
93,1106090,317,이문2동,동대문구,5,0,6,13,16,54,110,16,44,20,2,0.340924687,4,0.31681232751,2755,0.49198652511,0.50801347489,0.19114944875,0.14166647741,0.13898666909,6022.077922,0.55048298068,1.06
39,1103063,318,이촌1동,용산구,2,1,6,30,66,82,277,63,88,58,0,0.416053686,0.8,0.21615483361,2189,0.4952542586,0.5047457414,0.27795587403,0.11414177491,0.13951914582,11800,0.40851189888,0.91
40,1103064,319,이촌2동,용산구,2,0,6,3,11,18,45,4,23,8,0,0.416053686,1,0.32434534612,1251,0.49942313239,0.50057686761,0.46596481108,0.14702526487,0.14582993752,11800,1.0725952813,2.28
41,1103065,320,이태원1동,용산구,2,1,6,9,18,47,577,9,78,67,1,0.416053686,3.9,0.5812871543,2249,0.4921816828,0.5078183172,0.24944154877,0.16371912544,0.1621520782,13072.46377,1.0692685448,2.45
42,1103066,321,이태원2동,용산구,2,0,6,8,27,50,370,8,37,44,1,0.416053686,3,0.524052181,2571,0.49050691244,0.50949308756,0.22714285714,0.15976005723,0.16603379011,13863.11688,0.8432531594,2.05
10,1101064,322,이화동,종로구,5,1,7,16,9,17,364,25,61,118,0,0.295603883,3.4,0.58814352574,2639,0.49098671727,0.50901328273,0.17134724858,0.18252862422,0.20615496456,11335.41667,0.99375975039,2.90
143,1109075,323,인수동,강북구,1,1,5,19,10,74,176,19,85,30,1,0.361219665,1.8,0.36715415296,5247,0.49070959475,0.50929040525,0.19093384591,0.14181504794,0.13118084304,7639.959927,0.29592050941,0.77
324,1121062,324,인헌동,관악구,1,0,5,35,43,104,211,44,85,55,4,0.591651669,6.7,0.5207310026,7209,0.49129801215,0.50870198785,0.41079431415,0.20422625244,0.19577009479,9480.459364,0.41014157758,0.86
372,1123073,325,일원1동,강남구,1,1,6,11,14,44,135,26,41,41,4,2.103431263,3.3,0.39519852262,2996,0.4890921886,0.5109078114,0.22554539057,0.16163774181,0.15423336943,11166.66667,1.0749241525,1.29
373,1123074,326,일원2동,강남구,1,1,6,8,17,29,70,33,26,15,8,2.103431263,1.6,0.30413325108,1972,0.48775449985,0.51224550015,0.14691321596,0.15192042846,0.14524866106,18964.28571,1.2567859346,1.36
371,1123072,327,일원본동,강남구,1,0,6,23,21,47,78,24,35,15,4,2.103431263,0.6,0.18389697918,1528,0.49357892763,0.50642107237,0.87275028121,0.1249725368,0.13178341023,17588.2353,0.98074377181,1.05
77,1105064,328,자양1동,광진구,3,1,4,35,32,84,229,39,79,58,1,0.251689379,9.4,0.47125220459,5344,0.47171429362,0.52828570638,0.59326675703,0.17576382507,0.18031427226,14688.5932,0.46931216931,0.97
78,1105065,329,자양2동,광진구,3,0,4,41,25,69,128,25,50,33,1,0.251689379,2.3,0.33880557281,3818,0.5187090739,0.4812909261,0.2485383536,0.1625677985,0.15868563786,15190.6383,0.4722690567,0.92
79,1105066,330,자양3동,광진구,3,1,4,88,67,134,334,52,114,71,1,0.251689379,2.3,0.24688008681,2730,0.52610081242,0.47389918758,0.20256744019,0.14778968963,0.15890741844,15280.7018,0.48128052089,0.91
80,1105067,331,자양4동,광진구,3,1,4,30,35,126,388,37,172,99,1,0.251689379,4.5,0.51285069649,5228,0.51518208413,0.48481791587,0.37671071657,0.16398176978,0.15497946844,15176.087,0.52207180695,0.87
403,1124079,332,잠실2동,송파구,1,1,7,35,51,87,133,60,60,37,5,0.464322487,0.9,0.15673252532,1888,0.51018675722,0.48981324278,0.1489589849,0.10578754174,0.14067286728,11639.59712,0.50556201229,0.83
404,1124080,333,잠실3동,송파구,1,0,7,18,47,64,245,55,88,38,5,0.464322487,1.4,0.16657269432,2068,0.49508247744,0.50491752256,1.266075319,0.1286120615,0.15176498069,11639.59712,0.49053564237,0.84
400,1124075,334,잠실4동,송파구,1,1,7,11,23,29,41,26,21,5,3,0.464322487,1.1,0.16863422593,1757,0.50992436164,0.49007563836,0.34118483172,0.14538414442,0.16730925157,18954.5455,0.58450906997,0.90
401,1124077,335,잠실6동,송파구,1,0,7,20,24,71,412,55,101,92,3,0.464322487,0.3,0.16234975453,959,0.50578214024,0.49421785976,0.15484853613,0.14055392411,0.15417170496,18954.5455,1.030980193,1.63
402,1124078,336,잠실7동,송파구,1,0,7,3,10,23,33,17,23,4,5,0.464322487,0.8,0.14084911073,491,0.51206459487,0.48793540513,0.15876443526,0.11555814292,0.13923252316,11639.59712,1.7469879518,2.04
399,1124071,337,잠실본동,송파구,1,0,7,54,53,143,579,80,115,125,5,0.464322487,7.7,0.50024206377,7233,0.49987835536,0.50012164464,0.24580326008,0.18528353606,0.20553366455,11639.59712,0.42119095373,0.94
344,1122055,338,잠원동,서초구,3,0,7,40,56,120,404,80,62,78,2,0.491841786,2.6,0.3290875072,4573,0.50030021015,0.49969978985,0.23501451016,0.13766747461,0.16200984401,10842.65,0.35902417962,0.72
90,1106087,339,장안1동,동대문구,5,1,6,26,56,135,393,62,118,65,1,0.340924687,5.5,0.39957877494,6830,0.50025878429,0.49974121571,0.15389039048,0.16137605396,0.15713996627,12710.75269,0.28005616334,0.80
91,1106088,340,장안2동,동대문구,5,2,6,63,42,155,442,51,128,79,1,0.340924687,3.8,0.33028107333,4148,0.4999718294,0.5000281706,1.3226097245,0.14709899256,0.14118611116,12710.75269,0.38116092046,0.92
123,1108076,341,장위1동,성북구,7,0,5,14,8,75,140,19,39,16,0,0.405292278,4.6,0.35601743212,3186,0.49902212178,0.50097787822,0.86183667261,0.14499386092,0.12434423485,11087.5,0.41837076768,1.05
124,1108077,342,장위2동,성북구,7,1,5,7,16,73,211,29,116,20,0,0.405292278,4.1,0.37603474013,2771,0.47352080192,0.52647919808,4.5124042698,0.14362007437,0.12480347383,8055.55556,0.50807436559,1.11
125,1108078,343,장위3동,성북구,7,0,5,8,8,49,75,16,43,9,0,0.405292278,2.6,0.35243553009,1722,0.5505126183,0.4494873817,1.5533123028,0.13191748497,0.11890081449,5700,0.76627097831,1.76
405,1124081,344,장지동,송파구,1,1,7,29,25,72,167,29,77,36,3,0.464322487,2.6,0.26628323872,3565,0.51496375964,0.48503624036,0.22270282909,0.15245313911,0.15256605691,7291.66667,0.45488497162,0.85
22,1102058,345,장충동,중구,2,1,7,2,11,26,159,6,68,48,1,0.153731482,1.2,0.60524344569,1616,0.60889046103,0.39110953897,2.1426718547,0.22515952598,0.1871771498,8290.16393,1.7168539326,4.09
87,1106083,346,전농1동,동대문구,5,2,6,29,37,111,326,39,236,59,2,0.340924687,5.6,0.47293630391,6623,0.5005812175,0.4994187825,0.1704496788,0.15345882194,0.13823459836,9189.583333,0.34183090546,0.86
88,1106084,347,전농2동,동대문구,5,0,6,23,13,63,124,24,41,34,2,0.340924687,2.4,0.26530612245,2028,0.48348055923,0.51651944077,0.35313347708,0.13366094568,0.13202288397,9189.583333,0.62624280481,1.15
115,1108062,348,정릉1동,성북구,7,0,5,28,21,61,112,19,50,19,0,0.405292278,4.5,0.28463619536,1999,0.48106591865,0.51893408135,0.1221754714,0.13760775862,0.14172952586,6816.12903,0.53310551047,1.23
116,1108063,349,정릉2동,성북구,7,1,5,23,22,58,153,26,55,25,0,0.405292278,2.5,0.30100926022,2893,0.48801635992,0.51198364008,0.16973415133,0.14272668784,0.13463254675,6710,0.38955363646,0.98
117,1108064,350,정릉3동,성북구,7,0,5,11,11,47,221,5,74,38,0,0.405292278,1,0.48510131108,3663,0.48845470693,0.51154529307,0.66017508247,0.17197471772,0.13761045655,6697.22222,0.4958283671,1.35
118,1108065,351,정릉4동,성북구,7,1,5,21,11,71,176,42,83,33,0,0.405292278,1.1,0.32102118414,3546,0.46927189914,0.53072810086,0.46504719783,0.13853204255,0.14201052748,7048.97959,0.33894622488,0.93
86,1106082,352,제기동,동대문구,5,1,6,28,57,91,471,438,641,49,1,0.340924687,5.5,0.51257466206,6522,0.46868659078,0.53131340922,0.13154727104,0.17180932458,0.14236736591,10585.55556,0.37621817039,0.89
332,1121072,353,조원동,관악구,1,1,5,41,36,98,301,27,101,56,1,0.591651669,9,0.59972119884,6023,0.47141619749,0.52858380251,0.088891294933,0.20293177123,0.18691456547,13135,0.56536891367,1.21
8,1101061,354,종로1.2.3.4가동,종로구,5,5,7,76,51,118,1477,96,601,360,4,0.295603883,1.8,0.78344905236,4175,0.51462054841,0.48537945159,0.9427693708,0.14170646518,0.12181908903,7416.66667,0.83674235316,3.46
9,1101063,355,종로5.6가동,종로구,5,2,7,13,22,52,413,76,769,58,1,0.295603883,3.5,0.65467171717,2074,0.47902447902,0.52097552098,0.29265629266,0.17138888889,0.11962962963,6345.45455,1.4075126263,3.91
129,1108084,356,종암동,성북구,7,2,5,65,59,127,281,66,105,69,2,0.405292278,4.1,0.3557833952,6038,0.47546186641,0.52453813359,0.4468498342,0.15306493885,0.1414895166,10519.44444,0.22061163161,0.66
165,1111061,357,중계1동,노원구,6,1,6,52,16,52,115,19,37,30,1,0.486077647,2.2,0.15235487404,1391,0.49035769007,0.50964230993,1.6843662493,0.089627151052,0.099580032778,13041.6667,0.49759036145,0.91
175,1111078,358,중계2.3동,노원구,6,1,6,14,18,52,122,30,42,24,1,0.486077647,5.1,0.29672882121,4599,0.50425638458,0.49574361542,0.69475045902,0.13215372907,0.13097412481,13041.6667,0.29311568488,0.65
166,1111064,359,중계4동,노원구,6,0,6,24,12,69,234,37,54,43,1,0.486077647,1.4,0.27740863787,2338,0.47592409784,0.52407590216,0.25227596797,0.12695734341,0.11879049676,9208.33333,0.53903654485,1.07
164,1111060,360,중계본동,노원구,6,0,6,54,23,92,182,33,49,48,1,0.486077647,1.1,0.23039428076,2127,0.48815015111,0.51184984889,0.29123588357,0.103933288,0.10778068072,13041.6667,0.49209272097,0.93
68,1105055,361,중곡1동,광진구,3,1,4,17,43,75,199,33,115,43,1,0.251689379,5.7,0.45435791645,3524,0.49004817945,0.50995182055,0.19524524129,0.18115106069,0.17586361597,13534.2183,0.6861784425,1.37
69,1105056,362,중곡2동,광진구,3,1,4,45,62,153,216,44,82,89,1,0.251689379,7.7,0.41287099618,4215,0.47839026915,0.52160973085,0.19888716356,0.17440075836,0.17706405453,13702.2857,0.52130473112,1.02
70,1105057,363,중곡3동,광진구,3,1,4,8,19,55,153,19,46,33,1,0.251689379,6.2,0.44191588228,3709,0.50103202217,0.49896797783,0.15486229876,0.16979619876,0.15365239295,13554.1538,0.63409984511,1.26
71,1105058,364,중곡4동,광진구,3,1,4,35,40,113,226,41,130,68,1,0.251689379,2,0.35520825431,4682,0.48166023166,0.51833976834,0.29624155405,0.15842806522,0.15143741282,13440.8228,0.40376299219,0.78
27,1102068,365,중림동,중구,2,1,7,5,11,38,150,21,44,25,0,0.153731482,5,0.42578262399,2421,0.47271901952,0.52728098048,0.24266908761,0.14438664408,0.14553593032,10385.71429,0.80619064369,2.20
323,1121061,366,중앙동,관악구,1,0,5,18,44,74,193,42,59,33,4,0.591651669,14.1,0.62115036232,5486,0.4777060966,0.5222939034,0.15059394863,0.21043202646,0.21938951285,10463.63636,0.64288949275,1.43
101,1107061,367,중화1동,중랑구,1,0,5,23,16,83,97,24,60,12,2,0.211373461,4.4,0.33853869828,2970,0.48675562637,0.51324437363,0.14240191197,0.16491606715,0.15434052758,13843.3962,0.57460389832,1.12
102,1107062,368,중화2동,중랑구,1,1,5,16,29,118,347,32,106,47,2,0.211373461,7.2,0.49495161969,7059,0.50145654637,0.49854345363,0.2180773588,0.15445845469,0.13790545797,13467.9245,0.35345673819,0.82
187,1112067,369,증산동,은평구,1,0,5,14,9,58,146,15,39,25,3,0.480012358,2.9,0.34352907228,2381,0.48527424059,0.51472575941,0.13904104717,0.14806241873,0.13914174252,16611.1111,0.6494012408,1.38
189,1112071,370,진관동,은평구,1,1,5,59,37,84,287,52,122,57,1,0.480012358,0.4,0.25300124533,5079,0.5000224346,0.4999775654,0.16538789429,0.11325171048,0.13861986619,9792,0.22420921544,0.66
151,1110059,371,창1동,도봉구,1,0,5,12,16,59,122,31,46,33,2,0.240858753,3.8,0.30899082569,3368,0.47675939135,0.52324060865,0.15717625614,0.14241803279,0.14013100117,8015.44792,0.22366972477,0.87
152,1110060,372,창2동,도봉구,1,1,5,19,18,102,186,26,109,27,2,0.240858753,3.3,0.28423521799,3514,0.48132337247,0.51867662753,0.29333739899,0.15132731875,0.14926656714,8163.04717,0.19720132654,0.82
153,1110061,373,창3동,도봉구,1,0,5,6,6,56,195,24,105,23,2,0.240858753,3.6,0.36687725632,2439,0.49076737497,0.50923262503,0.084578268535,0.14229803333,0.12876292358,8363.14444,0.36672683514,1.44
154,1110062,374,창4동,도봉구,1,2,5,27,18,60,137,30,70,26,2,0.240858753,2.7,0.24779683502,2615,0.49096657633,0.50903342367,0.18687895212,0.13603423875,0.13830204444,8272.741176,0.23102435326,0.95
155,1110063,375,창5동,도봉구,1,0,5,28,20,80,161,34,55,47,2,0.240858753,3.5,0.24812942366,2454,0.49407803764,0.50592196236,0.25202909878,0.14866390666,0.1505833647,8381.13187,0.24651162791,1.01
